LoyaltyID,Customer ID,Gender,Age,Under 30,Senior Citizen,Partner,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn
667074,0428-IKYCP,Male,56,No,No,Yes,No,0,Yes,9,22,Yes,48.68,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87,1850.65,0,0,1070.96,2921.61,No
615439,0430-IHCDJ,Male,40,No,No,No,No,0,No,0,15,Yes,11.75,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,49,749.25,0,0,176.25,925.5,No
959027,0431-APWVY,Female,37,No,No,Yes,Yes,0,Yes,1,28,Yes,18.31,No,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,0,0,512.68,3111.63,Yes
556861,0432-CAJZV,Male,47,No,No,No,No,0,No,0,3,Yes,5.39,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,90.7,237.65,0,0,16.17,253.82,No
151748,0434-CSFON,Female,34,No,No,Yes,No,0,Yes,3,47,Yes,38.15,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,0,0,1793.05,6500.15,No
812591,0436-TWFFZ,Female,21,Yes,No,No,No,0,No,0,67,Yes,8.71,Yes,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,1.31,0,583.57,6296.46,No
684712,0439-IFYUN,Female,78,No,Yes,No,No,0,No,0,18,Yes,21.09,No,Yes,Fiber Optic,18,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,0,20,379.62,1694.22,No
181145,0440-EKDCF,Male,47,No,No,Yes,No,0,Yes,1,62,Yes,33.7,No,Yes,Cable,15,No,Yes,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),60.15,3753.2,0,0,2089.4,5842.6,No
326133,0440-MOGPM,Female,51,No,No,No,No,0,No,0,41,Yes,6.16,Yes,Yes,DSL,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,80.55,3263.9,0,0,252.56,3516.46,No
758840,0440-QEXBZ,Female,64,No,No,No,No,0,No,0,44,Yes,18.42,Yes,Yes,DSL,22,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.15,2139.1,0,0,810.48,2949.58,No
689423,0440-UEDAI,Female,59,No,No,No,No,0,No,0,53,Yes,33.88,No,Yes,Fiber Optic,6,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,0,0,1795.64,6838.39,No
178821,0442-TDYUO,Male,44,No,No,Yes,No,0,Yes,4,48,Yes,33.06,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.05,1036,0,0,1586.88,2622.88,No
153807,0442-ZXKVS,Female,79,No,Yes,Yes,No,0,Yes,2,54,Yes,43.71,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,0,0,2360.34,8791.39,No
945392,0447-BEMNG,Female,28,Yes,No,Yes,No,0,Yes,3,48,No,0,No phone service,Yes,Cable,58,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.3,2145,0,140,0,2285,Yes
930196,0447-RXSGD,Male,39,No,No,No,No,0,No,0,24,Yes,25.68,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,0,0,616.32,3021.17,No
724110,0454-OKRCT,Male,32,No,No,No,No,0,No,0,33,Yes,34.85,No,Yes,Fiber Optic,27,No,Yes,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),80.6,2651.1,0,0,1150.05,3801.15,No
873502,0455-ENTCR,Male,58,No,No,Yes,No,0,Yes,1,66,Yes,42.85,Yes,Yes,DSL,21,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5538.35,0,0,2828.1,8366.45,No
129409,0455-XFASS,Female,61,No,No,Yes,Yes,2,Yes,3,3,Yes,1.67,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.55,200.2,33.8,0,5.01,171.41,No
922047,0458-HEUZG,Female,58,No,No,No,No,0,No,0,13,No,0,No phone service,Yes,Cable,13,No,No,Yes,Yes,No,No,No,No,Two year,No,Mailed check,35.4,450.4,0,100,0,550.4,No
293237,0459-SPZHJ,Male,19,Yes,No,Yes,Yes,0,Yes,1,63,Yes,13.45,Yes,Yes,DSL,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435,0,0,847.35,6282.35,No
592128,0461-CVKMU,Female,45,No,No,Yes,Yes,0,No,0,23,Yes,38.81,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.8,1900.25,0,0,892.63,2792.88,Yes
978484,0463-TXOAK,Male,26,Yes,No,No,Yes,1,No,0,52,Yes,23.12,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.6,1334.5,0,0,1202.24,2536.74,No
476859,0463-WZZKO,Male,23,Yes,No,No,No,0,No,0,3,Yes,16.39,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.75,67.1,0,0,49.17,116.27,No
370660,0463-ZSDNT,Male,23,Yes,No,No,No,0,No,0,10,Yes,30.3,No,Yes,DSL,73,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.75,503.25,0,30,303,836.25,No
415328,0464-WJTKO,Female,39,No,No,Yes,Yes,2,Yes,10,72,Yes,14.17,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.1,1460.85,0,0,1020.24,2481.09,No
444786,0468-YRPXN,Male,62,No,No,No,No,0,No,0,29,Yes,48.2,No,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,0,0,1397.8,4204.9,No
246734,0471-ARVMX,Female,70,No,Yes,Yes,No,0,Yes,8,62,Yes,22.74,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,0,0,1409.88,7722.78,No
813520,0471-LVHGK,Male,34,No,No,Yes,No,0,Yes,1,41,Yes,15.91,Yes,Yes,DSL,29,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73,3001.2,0,0,652.31,3653.51,Yes
107466,0475-RIJEP,Male,47,No,No,No,No,0,No,0,43,Yes,49.13,Yes,Yes,Fiber Optic,25,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.85,3365.85,0,0,2112.59,5478.44,Yes
507011,0479-HMSWA,Female,63,No,No,No,Yes,1,No,0,26,Yes,2.48,No,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,2715.3,0,0,64.48,2779.78,No
713438,0480-BIXDE,Female,58,No,No,Yes,No,0,Yes,9,19,Yes,10.68,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,0,0,202.92,1945.97,No
641327,0480-KYJVA,Female,42,No,No,Yes,Yes,3,Yes,8,72,Yes,47.6,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.25,1784.5,49.76,0,3427.2,5161.94,No
402573,0481-SUMCB,Female,74,No,Yes,No,No,0,No,0,45,Yes,34.12,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),102.15,4735.35,0,0,1535.4,6270.75,No
576217,0484-FFVBJ,Male,43,No,No,No,No,0,No,0,32,Yes,15.52,No,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,0,0,496.64,2507.59,No
992886,0484-JPBRU,Male,23,Yes,No,No,No,0,No,0,41,Yes,41.21,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,0,0,1689.61,2686.06,No
223145,0485-ZBSLN,Male,52,No,No,Yes,Yes,2,Yes,4,65,Yes,36.5,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.75,1715.1,0,0,2372.5,4087.6,No
510010,0486-HECZI,Male,37,No,No,Yes,No,1,No,0,55,Yes,49.06,Yes,Yes,Fiber Optic,27,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.75,5238.9,0,0,2698.3,7937.2,Yes
785440,0486-LGCCH,Male,48,No,No,Yes,Yes,2,Yes,2,11,Yes,40.76,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.65,225.75,0,0,448.36,674.11,No
445429,0487-CRLZF,Female,58,No,No,No,No,0,No,0,49,Yes,7.51,No,Yes,DSL,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,3721.9,0,0,367.99,4089.89,No
101595,0487-RPVUM,Male,49,No,No,Yes,No,0,Yes,1,61,Yes,15.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,0,0,924.15,6867.8,No
205606,0487-VVUVK,Male,49,No,No,Yes,Yes,2,Yes,5,25,Yes,19.09,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.15,477.6,0,0,477.25,954.85,No
369222,0488-GSLFR,Female,41,No,No,No,No,0,No,0,1,Yes,8.31,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.5,69.5,0,0,8.31,77.81,Yes
397910,0489-WMEMG,Female,61,No,No,No,Yes,3,No,0,23,Yes,25.85,No,Yes,Cable,53,No,No,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,49.45,1119.35,0,0,594.55,1713.9,No
322865,0491-KAPQG,Male,28,Yes,No,No,No,0,No,0,21,Yes,28.54,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.7,1558.7,0,0,599.34,2158.04,No
424879,0495-RVCBF,Female,39,No,No,No,No,0,No,0,1,Yes,33.88,No,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.7,79.7,0,0,33.88,113.58,Yes
860133,0495-ZBNGW,Male,78,No,Yes,Yes,No,0,Yes,1,5,Yes,6.66,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,0,20,33.3,397.25,Yes
219553,0496-AHOOK,Male,61,No,No,Yes,No,0,Yes,10,24,Yes,32.86,No,Yes,Cable,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,0,0,788.64,2501.54,No
274097,0504-HHAPI,Female,72,No,Yes,No,No,0,No,0,27,Yes,16.94,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,0,0,457.38,2925.13,Yes
244011,0505-SPOOW,Female,41,No,No,Yes,No,0,Yes,7,70,Yes,11.71,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.8,1397.65,0,0,819.7,2217.35,No
718585,0506-LVNGN,Female,78,No,Yes,No,No,0,No,0,5,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.55,349.65,0,0,211.65,561.3,Yes
641997,0506-YLVKJ,Male,54,No,No,Yes,Yes,1,Yes,1,46,Yes,45.92,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.2,917.45,0,0,2112.32,3029.77,No
965171,0508-OOLTO,Female,33,No,No,Yes,Yes,1,Yes,5,2,Yes,29.03,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.65,135.75,0,0,58.06,193.81,No
366813,0508-SQWPL,Female,32,No,No,Yes,Yes,3,Yes,9,57,Yes,26.67,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.1,1087.7,0,0,1520.19,2607.89,No
785989,0511-JTEOY,Female,41,No,No,No,No,0,No,0,1,Yes,10.19,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,71.1,71.1,0,0,10.19,81.29,Yes
740398,0512-FLFDW,Female,74,No,Yes,Yes,No,0,Yes,3,60,Yes,27.68,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),100.5,6029,0,0,1660.8,7689.8,No
827309,0513-RBGPE,Male,57,No,No,Yes,Yes,0,Yes,6,37,Yes,4.5,Yes,Yes,DSL,9,Yes,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),62.8,2278.75,16.97,0,166.5,2428.28,No
393904,0515-YPMCW,Male,42,No,No,No,Yes,0,No,0,1,Yes,42.87,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,0,10,42.87,123.32,Yes
878009,0516-OOHAR,Male,39,No,No,Yes,Yes,2,Yes,8,28,Yes,7.73,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799,0,0,216.44,3015.44,No
432878,0516-QREYC,Female,78,No,Yes,No,No,0,No,0,24,Yes,18.39,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.3,459.95,0,0,441.36,901.31,No
698072,0516-UXRMT,Female,27,Yes,No,No,No,0,No,0,62,Yes,23.88,Yes,Yes,Fiber Optic,47,Yes,Yes,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,92.05,5755.8,14.21,0,1480.56,7222.15,No
148204,0516-VRYBW,Female,39,No,No,No,Yes,0,No,0,18,Yes,8.95,No,No,No Internet,0,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.15,390.85,0,0,161.1,551.95,Yes
339586,0516-WJVXC,Female,21,Yes,No,No,No,0,No,0,5,Yes,3.61,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,54.2,308.25,0,0,18.05,326.3,Yes
790314,0519-DRGTI,Female,58,No,No,Yes,Yes,3,Yes,9,20,Yes,42.46,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,442.6,0,0,849.2,1291.8,No
525239,0519-XUZJU,Female,56,No,No,No,No,0,No,0,1,Yes,26,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,70.75,70.75,0,0,26,96.75,Yes
653093,0520-FDVVT,Male,26,Yes,No,No,No,0,No,0,35,Yes,39.84,No,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,0,0,1394.4,5020.5,Yes
662237,0523-VNGTF,Female,78,No,Yes,No,No,0,No,0,52,No,0,No phone service,Yes,DSL,23,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.5,2566.3,0,0,0,2566.3,No
745383,0524-IAVZO,Female,25,Yes,No,Yes,No,0,Yes,1,30,Yes,4.82,Yes,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85,2624.25,0,0,144.6,2768.85,Yes
945064,0526-SXDJP,Male,36,No,No,Yes,No,0,Yes,7,72,No,0,No phone service,Yes,Cable,17,Yes,Yes,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),42.1,2962,0,0,0,2962,No
821549,0529-ONKER,Male,70,No,Yes,No,No,0,No,0,15,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,75.65,1146.65,0,0,695.7,1842.35,Yes
591300,0530-IJVDB,Male,36,No,No,No,Yes,2,No,0,70,Yes,26.67,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.6,7882.5,0,0,1866.9,9749.4,No
738934,0531-XBKMM,Male,37,No,No,No,Yes,2,No,0,66,Yes,32.12,Yes,Yes,DSL,17,Yes,Yes,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),65.7,4378.9,0,0,2119.92,6498.82,No
776464,0531-ZZJWQ,Male,68,No,Yes,Yes,No,0,Yes,6,55,Yes,42.9,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74,4052.4,0,0,2359.5,6411.9,No
794132,0533-BNWKF,Female,66,No,Yes,Yes,No,0,Yes,2,55,Yes,42.82,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,0,90,2355.1,7319.8,Yes
857235,0533-UCAAU,Male,72,No,Yes,Yes,No,0,Yes,2,57,Yes,48.16,Yes,Yes,DSL,10,No,Yes,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),71.1,4140.1,0,0,2745.12,6885.22,No
617484,0536-ACXIP,Female,34,No,No,Yes,No,0,Yes,9,72,Yes,44.2,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,0,0,3182.4,11347.5,No
740118,0536-BGFMZ,Female,27,Yes,No,Yes,No,0,Yes,3,28,Yes,42.33,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,563.05,0,0,1185.24,1748.29,No
267764,0536-ESJEP,Male,48,No,No,Yes,No,0,Yes,8,54,Yes,14.18,No,Yes,DSL,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,0,0,765.72,4957.17,No
251443,0537-QYZZN,Male,66,No,Yes,Yes,Yes,2,Yes,6,24,Yes,4.06,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.85,1857.75,0,0,97.44,1955.19,No
730885,0541-FITGH,Female,59,No,No,Yes,No,0,Yes,6,2,Yes,48.39,No,Yes,Cable,24,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,0,0,96.78,209.88,No
911971,0547-HURJB,Male,19,Yes,No,No,Yes,2,No,0,12,Yes,19.38,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.05,235.8,0,0,232.56,468.36,No
647687,0549-CYCQN,Male,69,No,Yes,No,No,0,No,0,51,Yes,24.92,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),79.6,3974.7,16.73,0,1270.92,5228.89,No
505036,0550-DCXLH,Male,64,No,No,No,No,0,No,0,13,Yes,40.99,No,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,73.35,931.55,49.02,0,532.87,1415.4,No
894938,0556-FJEGU,Male,26,Yes,No,No,No,0,No,0,58,Yes,47.47,No,Yes,DSL,69,No,Yes,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.1,4048.95,0,0,2753.26,6802.21,No
500094,0557-ASKVU,Female,43,No,No,Yes,Yes,0,Yes,2,18,Yes,44.97,No,Yes,Cable,7,No,No,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),54.4,957.1,0,0,809.46,1766.56,No
141542,0559-CKHUS,Female,44,No,No,Yes,No,0,Yes,6,29,Yes,49.96,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.55,521.8,0,0,1448.84,1970.64,No
115386,0562-FGDCR,Female,61,No,No,Yes,Yes,3,Yes,9,72,Yes,21.84,Yes,Yes,DSL,30,Yes,Yes,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,74.55,5430.65,0,0,1572.48,7003.13,No
631232,0562-HKHML,Male,39,No,No,Yes,Yes,1,Yes,9,71,Yes,18.99,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),23.9,1626.4,0,0,1348.29,2974.69,No
193946,0562-KBDVM,Female,62,No,No,No,No,0,No,0,70,No,0,No phone service,Yes,DSL,11,Yes,Yes,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),44.6,3058.15,0,0,0,3058.15,No
603274,0564-JJHGS,Male,45,No,No,No,No,0,No,0,9,Yes,19.22,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,0,0,172.98,1002.08,Yes
117122,0564-MUUQK,Female,28,Yes,No,Yes,Yes,2,Yes,5,20,Yes,38.71,Yes,Yes,Fiber Optic,48,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,0,0,774.2,2690.4,No
274017,0565-IYCGT,Male,51,No,No,No,No,0,No,0,69,Yes,29.38,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,0,0,2027.22,7383.67,Yes
428276,0565-JUPYD,Male,26,Yes,No,No,No,0,No,0,63,Yes,21.45,Yes,Yes,Fiber Optic,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),104.5,6590.8,0,0,1351.35,7942.15,No
552802,0567-GGCAC,Female,38,No,No,No,No,0,No,0,7,Yes,15.84,No,Yes,DSL,14,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,61.4,438.9,0,0,110.88,549.78,No
712881,0567-XRHCU,Female,19,Yes,No,Yes,Yes,1,Yes,7,69,No,0,No phone service,Yes,DSL,59,Yes,No,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,0,0,0,2960.1,No
166643,0568-ONFPC,Male,34,No,No,Yes,Yes,1,Yes,1,5,Yes,40.05,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.9,135,0,0,200.25,335.25,Yes
120066,0570-BFQHT,Female,38,No,No,No,No,0,No,0,9,Yes,32.57,No,Yes,Fiber Optic,13,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,653.9,2.28,0,293.13,944.75,No
845700,0572-ZJKLT,Female,32,No,No,Yes,Yes,1,Yes,10,46,Yes,49.26,Yes,Yes,Fiber Optic,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,99.65,4630.2,9.35,0,2265.96,6886.81,No
314504,0575-CUQOV,Male,76,No,Yes,Yes,No,0,Yes,10,60,Yes,17.05,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,97.95,5867,0,0,1023,6890,No
250275,0576-WNXXC,Male,70,No,Yes,Yes,No,0,Yes,1,27,Yes,39.49,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,0,0,1066.23,3576.43,Yes
540505,0577-WHMEV,Female,19,Yes,No,Yes,No,0,Yes,2,16,Yes,27.83,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.7,1374.9,0,0,445.28,1820.18,No
342980,0578-SKVMF,Female,23,Yes,No,Yes,Yes,0,Yes,4,22,Yes,4.01,No,Yes,Cable,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.3,1845.9,0,0,88.22,1934.12,Yes
587814,0580-PIQHM,Female,21,Yes,No,Yes,Yes,1,Yes,7,41,Yes,14.73,Yes,Yes,Fiber Optic,82,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.6,3930.55,0,0,603.93,4534.48,No
214915,0581-BXBUB,Female,76,No,Yes,No,No,0,No,0,4,Yes,35.67,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.75,317.75,0,0,142.68,460.43,No
389979,0581-MDMPW,Female,63,No,No,No,No,0,No,0,24,Yes,44.09,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,0,0,1058.16,3130.91,No
957614,0582-AVCLN,Female,43,No,No,No,No,0,No,0,38,Yes,43.19,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.3,743.05,0,0,1641.22,2384.27,No
171691,0584-BJQGZ,Female,19,Yes,No,No,No,0,No,0,25,Yes,28.05,Yes,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,0,0,701.25,2539.15,No
441764,0585-EGDDA,Male,41,No,No,Yes,No,0,Yes,8,40,Yes,39.22,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80,3168.75,41.74,0,1568.8,4695.81,No
204939,0587-DMGBH,Female,48,No,No,No,No,0,No,0,8,Yes,37.79,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,13.01,10,302.32,664.86,Yes
224308,0594-UFTUL,Male,35,No,No,Yes,Yes,3,Yes,1,13,Yes,40.2,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.85,252,0,0,522.6,774.6,No
852813,0595-ITUDF,Male,21,Yes,No,Yes,Yes,1,No,0,64,Yes,34.58,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.8,5960.5,0,0,2213.12,8173.62,No
788238,0596-BQCEQ,Female,32,No,No,Yes,Yes,0,Yes,1,62,Yes,48.58,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,0,0,3011.96,9295.26,Yes
755545,0599-XNYDO,Female,51,No,No,Yes,No,0,No,0,20,Yes,43.49,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,0,0,869.8,2410.15,No
